K,Trajectory,Method,Metric,Value
120,3,Baseline,Lyapunov Exponent,-0.579486
120,3,ANI-2,Correlation Dimension,3.134901
120,3,ANI-2,Approximate Entropy,0.052685
120,3,ANI-2,Lyapunov Exponent,-0.484446
120,3,ANI-4,Correlation Dimension,3.134901
120,3,ANI-4,Approximate Entropy,0.050484
120,3,ANI-4,Lyapunov Exponent,-0.483364
130,3,Reference,Correlation Dimension,3.351814
130,3,Reference,Approximate Entropy,0.051694
130,3,Reference,Lyapunov Exponent,0.046252
130,3,Baseline,Correlation Dimension,4.535650
130,3,Baseline,Approximate Entropy,0.042223
130,3,Baseline,Lyapunov Exponent,0.105388
130,3,ANI-2,Correlation Dimension,3.361722
130,3,ANI-2,Approximate Entropy,0.053128
130,3,ANI-2,Lyapunov Exponent,0.055138
130,3,ANI-4,Correlation Dimension,3.351814
130,3,ANI-4,Approximate Entropy,0.051694
130,3,ANI-4,Lyapunov Exponent,0.032898
140,3,Reference,Correlation Dimension,3.124178
140,3,Reference,Approximate Entropy,0.049327
140,3,Reference,Lyapunov Exponent,0.173062
140,3,Baseline,Correlation Dimension,3.314206
140,3,Baseline,Approximate Entropy,0.047733
140,3,Baseline,Lyapunov Exponent,0.158496
140,3,ANI-2,Correlation Dimension,3.027624
140,3,ANI-2,Approximate Entropy,0.043033
140,3,ANI-2,Lyapunov Exponent,0.173455
140,3,ANI-4,Correlation Dimension,3.045720
140,3,ANI-4,Approximate Entropy,0.049664
140,3,ANI-4,Lyapunov Exponent,0.145552
150,3,Reference,Correlation Dimension,2.955830
150,3,Reference,Approximate Entropy,0.053069
150,3,Reference,Lyapunov Exponent,0.224957
150,3,Baseline,Correlation Dimension,3.237544
150,3,Baseline,Approximate Entropy,0.051325
150,3,Baseline,Lyapunov Exponent,0.200348
150,3,ANI-2,Correlation Dimension,2.889592
150,3,ANI-2,Approximate Entropy,0.037656
150,3,ANI-2,Lyapunov Exponent,0.227883
150,3,ANI-4,Correlation Dimension,2.801712
150,3,ANI-4,Approximate Entropy,0.053057
150,3,ANI-4,Lyapunov Exponent,0.205310
160,3,Reference,Correlation Dimension,2.727241
160,3,Reference,Approximate Entropy,0.042817
160,3,Reference,Lyapunov Exponent,0.128677
160,3,Baseline,Correlation Dimension,2.880699
160,3,Baseline,Approximate Entropy,0.050238
160,3,Baseline,Lyapunov Exponent,0.202540
160,3,ANI-2,Correlation Dimension,2.736134
160,3,ANI-2,Approximate Entropy,0.037867
160,3,ANI-2,Lyapunov Exponent,0.120475
160,3,ANI-4,Correlation Dimension,2.736134
160,3,ANI-4,Approximate Entropy,0.043419
160,3,ANI-4,Lyapunov Exponent,0.131885
170,3,Reference,Correlation Dimension,2.801712
170,3,Reference,Approximate Entropy,0.041087
170,3,Reference,Lyapunov Exponent,0.266492
170,3,Baseline,Correlation Dimension,2.964785
170,3,Baseline,Approximate Entropy,0.047394
170,3,Baseline,Lyapunov Exponent,0.305341
170,3,ANI-2,Correlation Dimension,2.736134
170,3,ANI-2,Approximate Entropy,0.035811
170,3,ANI-2,Lyapunov Exponent,0.259676
170,3,ANI-4,Correlation Dimension,2.727241
170,3,ANI-4,Approximate Entropy,0.041087
170,3,ANI-4,Lyapunov Exponent,0.278942
180,3,Reference,Correlation Dimension,2.617264
180,3,Reference,Approximate Entropy,0.043821
180,3,Reference,Lyapunov Exponent,0.444124
180,3,Baseline,Correlation Dimension,2.653820
180,3,Baseline,Approximate Entropy,0.039680
180,3,Baseline,Lyapunov Exponent,0.449928
180,3,ANI-2,Correlation Dimension,2.625184
180,3,ANI-2,Approximate Entropy,0.042242
180,3,ANI-2,Lyapunov Exponent,0.447501
180,3,ANI-4,Correlation Dimension,2.625184
180,3,ANI-4,Approximate Entropy,0.043982
180,3,ANI-4,Lyapunov Exponent,0.451964
190,3,Reference,Correlation Dimension,2.486123
190,3,Reference,Approximate Entropy,0.044296
190,3,Reference,Lyapunov Exponent,0.397212
190,3,Baseline,Correlation Dimension,2.507424
190,3,Baseline,Approximate Entropy,0.040584
190,3,Baseline,Lyapunov Exponent,0.438200
190,3,ANI-2,Correlation Dimension,2.528116
190,3,ANI-2,Approximate Entropy,0.043520
190,3,ANI-2,Lyapunov Exponent,0.388554
190,3,ANI-4,Correlation Dimension,2.424343
190,3,ANI-4,Approximate Entropy,0.042967
190,3,ANI-4,Lyapunov Exponent,0.410154
200,3,Reference,Correlation Dimension,2.435503
200,3,Reference,Approximate Entropy,0.040569
200,3,Reference,Lyapunov Exponent,0.463264
200,3,Baseline,Correlation Dimension,2.387640
200,3,Baseline,Approximate Entropy,0.040552
200,3,Baseline,Lyapunov Exponent,0.481614
200,3,ANI-2,Correlation Dimension,2.422474
200,3,ANI-2,Approximate Entropy,0.040553
200,3,ANI-2,Lyapunov Exponent,0.457824
200,3,ANI-4,Correlation Dimension,2.448403
200,3,ANI-4,Approximate Entropy,0.041175
200,3,ANI-4,Lyapunov Exponent,0.463205
210,3,Reference,Correlation Dimension,2.310764
210,3,Reference,Approximate Entropy,0.041730
210,3,Reference,Lyapunov Exponent,0.446394
210,3,Baseline,Correlation Dimension,2.352425
210,3,Baseline,Approximate Entropy,0.041538
210,3,Baseline,Lyapunov Exponent,0.462835
210,3,ANI-2,Correlation Dimension,2.322334
210,3,ANI-2,Approximate Entropy,0.041674
210,3,ANI-2,Lyapunov Exponent,0.439840
210,3,ANI-4,Correlation Dimension,2.310764
210,3,ANI-4,Approximate Entropy,0.041432
210,3,ANI-4,Lyapunov Exponent,0.448126
220,3,Reference,Correlation Dimension,2.221088
220,3,Reference,Approximate Entropy,0.037329
220,3,Reference,Lyapunov Exponent,0.409337
220,3,Baseline,Correlation Dimension,2.188916
220,3,Baseline,Approximate Entropy,0.035615
220,3,Baseline,Lyapunov Exponent,0.398381
220,3,ANI-2,Correlation Dimension,2.281982
220,3,ANI-2,Approximate Entropy,0.038549
220,3,ANI-2,Lyapunov Exponent,0.442141
220,3,ANI-4,Correlation Dimension,2.188916
220,3,ANI-4,Approximate Entropy,0.036136
220,3,ANI-4,Lyapunov Exponent,0.413819
230,3,Reference,Correlation Dimension,1.964797
230,3,Reference,Approximate Entropy,0.042478
230,3,Reference,Lyapunov Exponent,0.303103
230,3,Baseline,Correlation Dimension,1.992243
230,3,Baseline,Approximate Entropy,0.042313
230,3,Baseline,Lyapunov Exponent,0.328942
230,3,ANI-2,Correlation Dimension,1.954457
230,3,ANI-2,Approximate Entropy,0.041318
230,3,ANI-2,Lyapunov Exponent,0.341001
230,3,ANI-4,Correlation Dimension,1.946877
230,3,ANI-4,Approximate Entropy,0.039903
230,3,ANI-4,Lyapunov Exponent,0.266975
240,3,Reference,Correlation Dimension,2.004239
240,3,Reference,Approximate Entropy,0.057137
240,3,Reference,Lyapunov Exponent,0.305586
240,3,Baseline,Correlation Dimension,2.009639
240,3,Baseline,Approximate Entropy,0.044864
240,3,Baseline,Lyapunov Exponent,0.291404
240,3,ANI-2,Correlation Dimension,2.025788
240,3,ANI-2,Approximate Entropy,0.053400
240,3,ANI-2,Lyapunov Exponent,0.332293
240,3,ANI-4,Correlation Dimension,2.020837
240,3,ANI-4,Approximate Entropy,0.056201
240,3,ANI-4,Lyapunov Exponent,0.282813
250,3,Reference,Correlation Dimension,1.999554
250,3,Reference,Approximate Entropy,0.046180
250,3,Reference,Lyapunov Exponent,0.398871
250,3,Baseline,Correlation Dimension,2.068344
250,3,Baseline,Approximate Entropy,0.042794
250,3,Baseline,Lyapunov Exponent,0.211032
250,3,ANI-2,Correlation Dimension,1.977364
250,3,ANI-2,Approximate Entropy,0.044852
250,3,ANI-2,Lyapunov Exponent,0.436285
250,3,ANI-4,Correlation Dimension,2.000883
250,3,ANI-4,Approximate Entropy,0.044876
250,3,ANI-4,Lyapunov Exponent,0.380693
260,3,Reference,Correlation Dimension,2.053269
260,3,Reference,Approximate Entropy,0.040378
260,3,Reference,Lyapunov Exponent,0.483923
260,3,Baseline,Correlation Dimension,2.015770
260,3,Baseline,Approximate Entropy,0.040821
260,3,Baseline,Lyapunov Exponent,0.515917
260,3,ANI-2,Correlation Dimension,2.037678
260,3,ANI-2,Approximate Entropy,0.040028
260,3,ANI-2,Lyapunov Exponent,0.471269
260,3,ANI-4,Correlation Dimension,2.072151
260,3,ANI-4,Approximate Entropy,0.041541
260,3,ANI-4,Lyapunov Exponent,0.490984
270,3,Reference,Correlation Dimension,2.102887
270,3,Reference,Approximate Entropy,0.044964
270,3,Reference,Lyapunov Exponent,0.327001
270,3,Baseline,Correlation Dimension,1.920208
270,3,Baseline,Approximate Entropy,0.039867
270,3,Baseline,Lyapunov Exponent,0.404727
270,3,ANI-2,Correlation Dimension,2.087457
270,3,ANI-2,Approximate Entropy,0.044264
270,3,ANI-2,Lyapunov Exponent,0.312563
270,3,ANI-4,Correlation Dimension,2.117245
270,3,ANI-4,Approximate Entropy,0.045905
270,3,ANI-4,Lyapunov Exponent,0.291022
280,3,Reference,Correlation Dimension,2.092030
280,3,Reference,Approximate Entropy,0.037974
280,3,Reference,Lyapunov Exponent,0.353636
280,3,Baseline,Correlation Dimension,1.833230
280,3,Baseline,Approximate Entropy,0.043223
280,3,Baseline,Lyapunov Exponent,0.317015
280,3,ANI-2,Correlation Dimension,2.099462
280,3,ANI-2,Approximate Entropy,0.039839
280,3,ANI-2,Lyapunov Exponent,0.347458
280,3,ANI-4,Correlation Dimension,2.080221
280,3,ANI-4,Approximate Entropy,0.037675
280,3,ANI-4,Lyapunov Exponent,0.331228
290,3,Reference,Correlation Dimension,2.736189
290,3,Reference,Approximate Entropy,0.038177
290,3,Reference,Lyapunov Exponent,0.303230
290,3,Baseline,Correlation Dimension,2.633812
290,3,Baseline,Approximate Entropy,0.044456
290,3,Baseline,Lyapunov Exponent,0.378636
290,3,ANI-2,Correlation Dimension,2.874681
290,3,ANI-2,Approximate Entropy,0.036373
290,3,ANI-2,Lyapunov Exponent,0.362296
290,3,ANI-4,Correlation Dimension,2.676050
290,3,ANI-4,Approximate Entropy,0.037411
290,3,ANI-4,Lyapunov Exponent,0.300468
300,3,Reference,Correlation Dimension,2.512751
300,3,Reference,Approximate Entropy,0.043140
300,3,Reference,Lyapunov Exponent,0.333170
300,3,Baseline,Correlation Dimension,2.500303
300,3,Baseline,Approximate Entropy,0.041330
300,3,Baseline,Lyapunov Exponent,0.316423
300,3,ANI-2,Correlation Dimension,2.666321
300,3,ANI-2,Approximate Entropy,0.039079
300,3,ANI-2,Lyapunov Exponent,0.309010
300,3,ANI-4,Correlation Dimension,2.516410
300,3,ANI-4,Approximate Entropy,0.038423
300,3,ANI-4,Lyapunov Exponent,0.335462
310,3,Reference,Correlation Dimension,2.533519
310,3,Reference,Approximate Entropy,0.039454
310,3,Reference,Lyapunov Exponent,0.365483
310,3,Baseline,Correlation Dimension,2.515040
310,3,Baseline,Approximate Entropy,0.038438
310,3,Baseline,Lyapunov Exponent,0.335561
310,3,ANI-2,Correlation Dimension,2.626741
310,3,ANI-2,Approximate Entropy,0.039907
310,3,ANI-2,Lyapunov Exponent,0.320328
310,3,ANI-4,Correlation Dimension,2.456411
310,3,ANI-4,Approximate Entropy,0.039681
310,3,ANI-4,Lyapunov Exponent,0.366957
320,3,Reference,Correlation Dimension,2.458565
320,3,Reference,Approximate Entropy,0.043837
320,3,Reference,Lyapunov Exponent,0.368727
320,3,Baseline,Correlation Dimension,2.385004
320,3,Baseline,Approximate Entropy,0.039521
320,3,Baseline,Lyapunov Exponent,0.314714
320,3,ANI-2,Correlation Dimension,2.456901
320,3,ANI-2,Approximate Entropy,0.044754
320,3,ANI-2,Lyapunov Exponent,0.307192
320,3,ANI-4,Correlation Dimension,2.428310
320,3,ANI-4,Approximate Entropy,0.043499
320,3,ANI-4,Lyapunov Exponent,0.387440
330,3,Reference,Correlation Dimension,2.384415
330,3,Reference,Approximate Entropy,0.045780
330,3,Reference,Lyapunov Exponent,0.379429
330,3,Baseline,Correlation Dimension,2.314669
330,3,Baseline,Approximate Entropy,0.039128
330,3,Baseline,Lyapunov Exponent,0.404595
330,3,ANI-2,Correlation Dimension,2.385077
330,3,ANI-2,Approximate Entropy,0.046182
330,3,ANI-2,Lyapunov Exponent,0.314173
330,3,ANI-4,Correlation Dimension,2.340219
330,3,ANI-4,Approximate Entropy,0.046324
330,3,ANI-4,Lyapunov Exponent,0.380608
340,3,Reference,Correlation Dimension,2.279679
340,3,Reference,Approximate Entropy,0.049451
340,3,Reference,Lyapunov Exponent,0.384205
340,3,Baseline,Correlation Dimension,2.244876
340,3,Baseline,Approximate Entropy,0.042088
340,3,Baseline,Lyapunov Exponent,0.397657
340,3,ANI-2,Correlation Dimension,2.318959
340,3,ANI-2,Approximate Entropy,0.047665
340,3,ANI-2,Lyapunov Exponent,0.367550
340,3,ANI-4,Correlation Dimension,2.282845
340,3,ANI-4,Approximate Entropy,0.050231
340,3,ANI-4,Lyapunov Exponent,0.374691
350,3,Reference,Correlation Dimension,2.183103
350,3,Reference,Approximate Entropy,0.053985
350,3,Reference,Lyapunov Exponent,0.387640
350,3,Baseline,Correlation Dimension,2.223301
350,3,Baseline,Approximate Entropy,0.050383
350,3,Baseline,Lyapunov Exponent,0.289861
350,3,ANI-2,Correlation Dimension,2.283194
350,3,ANI-2,Approximate Entropy,0.047973
350,3,ANI-2,Lyapunov Exponent,0.515624
350,3,ANI-4,Correlation Dimension,2.127344
350,3,ANI-4,Approximate Entropy,0.050192
350,3,ANI-4,Lyapunov Exponent,0.515932
360,3,Reference,Correlation Dimension,2.010762
360,3,Reference,Approximate Entropy,0.049562
360,3,Reference,Lyapunov Exponent,0.484038
360,3,Baseline,Correlation Dimension,2.257088
360,3,Baseline,Approximate Entropy,0.047700
360,3,Baseline,Lyapunov Exponent,0.386328
360,3,ANI-2,Correlation Dimension,2.288572
360,3,ANI-2,Approximate Entropy,0.053994
360,3,ANI-2,Lyapunov Exponent,0.417828
360,3,ANI-4,Correlation Dimension,2.064550
360,3,ANI-4,Approximate Entropy,0.053019
360,3,ANI-4,Lyapunov Exponent,0.336620
370,3,Reference,Correlation Dimension,2.001326
370,3,Reference,Approximate Entropy,0.047713
370,3,Reference,Lyapunov Exponent,0.480574
370,3,Baseline,Correlation Dimension,2.260898
370,3,Baseline,Approximate Entropy,0.047360
370,3,Baseline,Lyapunov Exponent,0.333722
370,3,ANI-2,Correlation Dimension,2.287881
370,3,ANI-2,Approximate Entropy,0.052108
370,3,ANI-2,Lyapunov Exponent,0.409689
370,3,ANI-4,Correlation Dimension,2.110874
370,3,ANI-4,Approximate Entropy,0.055189
370,3,ANI-4,Lyapunov Exponent,0.323446
380,3,Reference,Correlation Dimension,2.006524
380,3,Reference,Approximate Entropy,0.053670
380,3,Reference,Lyapunov Exponent,0.426792
380,3,Baseline,Correlation Dimension,2.252771
380,3,Baseline,Approximate Entropy,0.046634
380,3,Baseline,Lyapunov Exponent,0.524101
380,3,ANI-2,Correlation Dimension,2.226161
380,3,ANI-2,Approximate Entropy,0.056600
380,3,ANI-2,Lyapunov Exponent,0.422758
380,3,ANI-4,Correlation Dimension,2.136470
380,3,ANI-4,Approximate Entropy,0.052442
380,3,ANI-4,Lyapunov Exponent,0.551874
390,3,Reference,Correlation Dimension,2.022682
390,3,Reference,Approximate Entropy,0.053106
390,3,Reference,Lyapunov Exponent,0.421313
390,3,Baseline,Correlation Dimension,2.226145
390,3,Baseline,Approximate Entropy,0.049948
390,3,Baseline,Lyapunov Exponent,0.561735
390,3,ANI-2,Correlation Dimension,2.239876
390,3,ANI-2,Approximate Entropy,0.057447
390,3,ANI-2,Lyapunov Exponent,0.337815
390,3,ANI-4,Correlation Dimension,2.137535
390,3,ANI-4,Approximate Entropy,0.055636
390,3,ANI-4,Lyapunov Exponent,0.598369
400,3,Reference,Correlation Dimension,2.022233
400,3,Reference,Approximate Entropy,0.057146
400,3,Reference,Lyapunov Exponent,0.396591
400,3,Baseline,Correlation Dimension,2.277154
400,3,Baseline,Approximate Entropy,0.048161
400,3,Baseline,Lyapunov Exponent,0.594973
400,3,ANI-2,Correlation Dimension,2.257175
400,3,ANI-2,Approximate Entropy,0.058060
400,3,ANI-2,Lyapunov Exponent,0.273198
400,3,ANI-4,Correlation Dimension,2.173975
400,3,ANI-4,Approximate Entropy,0.055400
400,3,ANI-4,Lyapunov Exponent,0.360226
410,3,Reference,Correlation Dimension,2.031433
410,3,Reference,Approximate Entropy,0.059039
410,3,Reference,Lyapunov Exponent,0.309228
410,3,Baseline,Correlation Dimension,2.264476
410,3,Baseline,Approximate Entropy,0.048152
410,3,Baseline,Lyapunov Exponent,0.629282
410,3,ANI-2,Correlation Dimension,2.262529
410,3,ANI-2,Approximate Entropy,0.056562
410,3,ANI-2,Lyapunov Exponent,0.313320
410,3,ANI-4,Correlation Dimension,2.214622
410,3,ANI-4,Approximate Entropy,0.058544
410,3,ANI-4,Lyapunov Exponent,0.501562
420,3,Reference,Correlation Dimension,2.066805
420,3,Reference,Approximate Entropy,0.057902
420,3,Reference,Lyapunov Exponent,0.360679
420,3,Baseline,Correlation Dimension,2.243432
420,3,Baseline,Approximate Entropy,0.053668
420,3,Baseline,Lyapunov Exponent,0.659573
420,3,ANI-2,Correlation Dimension,2.240038
420,3,ANI-2,Approximate Entropy,0.055076
420,3,ANI-2,Lyapunov Exponent,0.541887
420,3,ANI-4,Correlation Dimension,2.223055
420,3,ANI-4,Approximate Entropy,0.056902
420,3,ANI-4,Lyapunov Exponent,0.612060
430,3,Reference,Correlation Dimension,2.084178
430,3,Reference,Approximate Entropy,0.056391
430,3,Reference,Lyapunov Exponent,0.348821
430,3,Baseline,Correlation Dimension,2.172358
430,3,Baseline,Approximate Entropy,0.061232
430,3,Baseline,Lyapunov Exponent,0.706034
430,3,ANI-2,Correlation Dimension,2.128004
430,3,ANI-2,Approximate Entropy,0.054516
430,3,ANI-2,Lyapunov Exponent,0.589755
430,3,ANI-4,Correlation Dimension,2.213092
430,3,ANI-4,Approximate Entropy,0.058408
430,3,ANI-4,Lyapunov Exponent,0.479529
440,3,Reference,Correlation Dimension,2.095227
440,3,Reference,Approximate Entropy,0.054315
440,3,Reference,Lyapunov Exponent,0.388659
440,3,Baseline,Correlation Dimension,2.184983
440,3,Baseline,Approximate Entropy,0.065019
440,3,Baseline,Lyapunov Exponent,0.647240
440,3,ANI-2,Correlation Dimension,2.135946
440,3,ANI-2,Approximate Entropy,0.053167
440,3,ANI-2,Lyapunov Exponent,0.538725
440,3,ANI-4,Correlation Dimension,2.216199
440,3,ANI-4,Approximate Entropy,0.058940
440,3,ANI-4,Lyapunov Exponent,0.529388
450,3,Reference,Correlation Dimension,2.117098
450,3,Reference,Approximate Entropy,0.055715
450,3,Reference,Lyapunov Exponent,0.379135
450,3,Baseline,Correlation Dimension,2.194132
450,3,Baseline,Approximate Entropy,0.062155
450,3,Baseline,Lyapunov Exponent,0.665182
450,3,ANI-2,Correlation Dimension,2.140551
450,3,ANI-2,Approximate Entropy,0.057375
450,3,ANI-2,Lyapunov Exponent,0.511187
450,3,ANI-4,Correlation Dimension,2.227751
450,3,ANI-4,Approximate Entropy,0.062560
450,3,ANI-4,Lyapunov Exponent,0.519459
460,3,Reference,Correlation Dimension,2.138138
460,3,Reference,Approximate Entropy,0.055192
460,3,Reference,Lyapunov Exponent,0.415085
460,3,Baseline,Correlation Dimension,2.211012
460,3,Baseline,Approximate Entropy,0.061541
460,3,Baseline,Lyapunov Exponent,0.746103
460,3,ANI-2,Correlation Dimension,2.137497
460,3,ANI-2,Approximate Entropy,0.058102
460,3,ANI-2,Lyapunov Exponent,0.570794
460,3,ANI-4,Correlation Dimension,2.233960
460,3,ANI-4,Approximate Entropy,0.061495
460,3,ANI-4,Lyapunov Exponent,0.463708
470,3,Reference,Correlation Dimension,2.151055
470,3,Reference,Approximate Entropy,0.053934
470,3,Reference,Lyapunov Exponent,0.469440
470,3,Baseline,Correlation Dimension,2.211629
470,3,Baseline,Approximate Entropy,0.065322
470,3,Baseline,Lyapunov Exponent,0.760655
470,3,ANI-2,Correlation Dimension,2.138808
470,3,ANI-2,Approximate Entropy,0.060124
470,3,ANI-2,Lyapunov Exponent,0.634998
470,3,ANI-4,Correlation Dimension,2.193108
470,3,ANI-4,Approximate Entropy,0.056927
470,3,ANI-4,Lyapunov Exponent,0.609937
480,3,Reference,Correlation Dimension,2.159193
480,3,Reference,Approximate Entropy,0.053607
480,3,Reference,Lyapunov Exponent,0.539848
480,3,Baseline,Correlation Dimension,2.189089
480,3,Baseline,Approximate Entropy,0.066636
480,3,Baseline,Lyapunov Exponent,0.525239
480,3,ANI-2,Correlation Dimension,2.137934
480,3,ANI-2,Approximate Entropy,0.062017
480,3,ANI-2,Lyapunov Exponent,0.654498
480,3,ANI-4,Correlation Dimension,2.122924
480,3,ANI-4,Approximate Entropy,0.057492
480,3,ANI-4,Lyapunov Exponent,0.494678
490,3,Reference,Correlation Dimension,2.172236
490,3,Reference,Approximate Entropy,0.052492
490,3,Reference,Lyapunov Exponent,0.586201
490,3,Baseline,Correlation Dimension,2.095926
490,3,Baseline,Approximate Entropy,0.060540
490,3,Baseline,Lyapunov Exponent,0.486939
490,3,ANI-2,Correlation Dimension,2.160751
490,3,ANI-2,Approximate Entropy,0.061669
490,3,ANI-2,Lyapunov Exponent,0.506536
490,3,ANI-4,Correlation Dimension,2.119670
490,3,ANI-4,Approximate Entropy,0.063409
490,3,ANI-4,Lyapunov Exponent,0.490868
500,3,Reference,Correlation Dimension,2.171100
500,3,Reference,Approximate Entropy,0.051942
500,3,Reference,Lyapunov Exponent,0.516287
500,3,Baseline,Correlation Dimension,2.116400
500,3,Baseline,Approximate Entropy,0.065293
500,3,Baseline,Lyapunov Exponent,0.589941
500,3,ANI-2,Correlation Dimension,2.174533
500,3,ANI-2,Approximate Entropy,0.062160
500,3,ANI-2,Lyapunov Exponent,0.496523
500,3,ANI-4,Correlation Dimension,2.119670
500,3,ANI-4,Approximate Entropy,0.062516
500,3,ANI-4,Lyapunov Exponent,0.595231
